url,No&Typeengines,NO ENGINES,AircraftType&reg,Year_of_Manufacture,Yr Manuf,AgeAircraft,AGE AIRCRAFT BAND,Date & Time,Time,TIME BAND,Date,SEASON,DAY OF WK,Year,Location,TYPE OF FLIGHT,NoCrew&Passengers,No of passengers,Injuries,INJURY CLASS,Aircraft Damage,DAMAGE CLASSIFICATION,PIC LICENCE,pic age,PIC AGE BAND,Total hrs,TOTAL HRS,Type Hrs,TYPE HRS,90 day Hrs,90 DAY HRS,28 day Hrs,28 DAY HRS
https://assets.digital.cabinet-office.gov.uk/media/5423012640f0b613420009ed/G-BSYC_10-05.pdf,"1 lycoming io-540-k1g5d piston engine
category1.3",1,": piper pa-32r-300, g-bsyc",1977,1977,28,3,25 june 2005 at 1640,1640,1500-1759,25/06/2005,Summer,Sat,2005,": wolverhampton airport, west midlands",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,: propeller and underside of aircraft damaged,3,private pilot licence,43,41-50,340,3,126,4,33,4,9,3
https://assets.digital.cabinet-office.gov.uk/media/5422f7ee40f0b61342000623/Socata_TB10_Tobago__G-OFLG_05-06.pdf, lycomng o-360-aad piston engine,1,": socata tb0 tobago, g-oflg",979,1979,26,3,23 july 2005 at 1600,1600,1500-1759,23/07/2005,Summer,Sat,2005,": derby airfield, derbyshire",private,: crew -  passengers -,1,: crew -  (serous) passengers -  (serous),2,: extensve damage,2,private pilot licence,49,41-50,124,2,51,3,6,2,3,2
https://assets.digital.cabinet-office.gov.uk/media/5422fd04e5274a1317000915/Piper_PA-18-150__G-SUPA_8-05.pdf,1 lycoming o-320-a2b piston engine,1,": piper pa-18-150, g-supa",1957,1957,48,5,23 june 2005 at 1500,1500,1500-1759,23/06/2005,Summer,Thu,2005,": headcorn, kent",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,: main landing gear support frame failure,3,private pilot licence,52,51-60,1283,4,479,5,11,3,6,3
https://assets.digital.cabinet-office.gov.uk/media/5422f09040f0b61346000347/Piper_PA-28-140_Cherokee__G-ZEBY_8-05.pdf,1 lycoming o-320-e2a piston engine,1,": piper pa-28-140 cherokee, g-zeby",1973,1973,32,4,23 june 2005 at 1500,1500,1500-1759,23/06/2005,Summer,Thu,2005,": full sutton airfield, yorkshire",training/instruction,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,: nose leg collapsed and propeller damaged,3,student,52,51-60,24,1,24,2,9,2,4,2
https://assets.digital.cabinet-office.gov.uk/media/5422fa27e5274a1314000759/Cessna_182Q__G-WMLT_8-05.pdf,1 continental motors corp o-520-f-ts piston engine,1,": cessna 182q, g-wmlt",1979,1979,26,3,23 june 2005 at 0900,900,0900-1159,23/06/2005,Summer,Thu,2005,": yew tree lodge, white horse lane, barton, lancashire",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,: nose wheel bent under and propeller damaged,3,private pilot licence,49,41-50,910,4,770,5,19,3,5,3
https://assets.digital.cabinet-office.gov.uk/media/542300f140f0b61346000b51/G-MSIX_1-06.pdf,"1 solo kleinmotoren gmbh 2-625-01 piston engine
category1.3",1,": dg-800b, g-msix",1999,1999,6,1,23 june 2005 at 1530,1530,1500-1759,23/06/2005,Summer,Thu,2005,": near to west trading estate, south of gloucester, 
gloucestershire",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,: landing gear collapsed and lower fuselage damaged,3,private pilot licence,74,70+,2506,5,202,4,36,4,22,5
https://assets.digital.cabinet-office.gov.uk/media/5422f717ed915d1371000639/Maule_MX-7-180__G-RAZZ_2-06.pdf,1 lycoming o-360-c1f piston engine,1,": maule mx-7-180, g-razz",1988,1988,17,2,21 june 2005 at 1740,1740,1500-1759,21/06/2005,Summer,Tue,2005,": plaistow microlight field, hertfordshire",private,: crew - 1 passengers - 2,2,: crew - none passengers - none,4,": aircraft damaged beyond economic repair, and damage 
to crop",2,private pilot licence,39,31-40,1052,4,42,2,92,5,43,5
https://assets.digital.cabinet-office.gov.uk/media/5422fe9ced915d13710009bb/G-BOPT_1-06.pdf,"1 lycoming o-235-h2c piston engine
category1.3",1,": grob g115, g-bopt",1988,1988,17,2,19 june 2005 at 1110,1110,0900-1159,19/06/2005,Summer,Sun,2005,": barton airfield, manchester",training/instruction,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,: significant damage to landing gear and propeller,2,student,35,31-40,59,1,53,3,15,3,5,3
https://assets.digital.cabinet-office.gov.uk/media/5422ea7140f0b61346000005/MCR-01_Club__G-DGHI.pdf,"1 rotax 912 uls piston engine
category1.3",1,": mcr-01 club, g-dghi",2004,2004,1,1,17 june 2005 at 1745,1745,1500-1759,17/06/2005,Summer,Fri,2005,": fridd farm, ashford, kent",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,": landing gear, propeller and under-fuselage damaged",3,private pilot licence,59,51-60,577,3,30,2,16,3,8,3
https://assets.digital.cabinet-office.gov.uk/media/542302d7e5274a1317000be5/Piper_PA-28RT-201T__G-JANG_8-05.pdf,1 continental motors corp tsio-360-fb piston engine,1,": piper pa-28rt-201t, g-jang",1985,1985,20,3,13 june 2005 at 0850,850,0000-0859,13/06/2005,Summer,Mon,2005,": swansea bay, 51 33.716n 00359.391w, wales",private,: crew - 1 passengers - none,0,: crew - 1 passengers - n/a,3,: aircraft destroyed,1,private pilot licence,62,61-70,945,4,340,5,25,4,17,5
https://assets.digital.cabinet-office.gov.uk/media/5422fe28ed915d137400093b/Lancair_320__G-CBAF.pdf,"1 lycoming io-320-b1a piston engine
category1.3",1,": lancair 320, g-cbaf",2002,2002,3,1,11 june 2005 at 1652,1652,1500-1759,11/06/2005,Summer,Sat,2005,": lydd airport, kent",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,": failed nose wheel attachment, damaged lower end of 
nose landing gear strut, shattered propeller and engine 
shock loaded",3,private pilot licence,51,51-60,298,2,16,2,18,3,9,3
https://assets.digital.cabinet-office.gov.uk/media/5422ebaced915d13740000ab/G-BUFV_10-05.pdf,"1 bmw r100 piston engine
category1.3",1,": avid speedwing mk4, g-bufv",1992,1992,13,2,10 june 2005 at 2000,2000,1800-2359,10/06/2005,Summer,Fri,2005,": lough neagh, northern ireland",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,: ditched,1,private pilot licence,38,31-40,135,2,135,4,21,4,8,3
https://assets.digital.cabinet-office.gov.uk/media/5422ecfbed915d137100013f/Jabiru_UL-450__G-LEEE_9-05.pdf,"1 jabiru aircraft pty 2200a piston engine
category1.3",1,": jabiru ul-450, g-leee",2000,2000,5,1,8 june 2005 at 1230,1230,1200-1459,08/06/2005,Summer,Wed,2005,": private airstrip, burton-on-wirral, cheshire",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,": left and right main landing gear, nose leg, propeller, 
engine and cowling, fuselage and left wing",3,private pilot licence,41,41-50,636,4,30,2,7,2,7,3
https://assets.digital.cabinet-office.gov.uk/media/5423029340f0b61342000a97/Jabiru_UL-450__G-DJAY_8-05.pdf,1 jabiru aircraft pty 2200a piston engine,1,": jabiru ul-450, g-djay",2001,2001,4,1,8 june 2005 at 1305,1305,1200-1459,08/06/2005,Summer,Wed,2005,": wycombe air park, buckinghamshire",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,: propeller tips and nose wheel,3,private pilot licence,76,70+,609,4,78,3,4,1,2,2
https://assets.digital.cabinet-office.gov.uk/media/5422fe3b40f0b6134200089b/G-PUDS_11-05.pdf,"1 rotax 914t turbocharged piston engine
category1.3",1,": europa (tri-gear variant), g-puds",1997,1997,8,1,7 june 2005 at 1540,1540,1500-1759,07/06/2005,Summer,Tue,2005,": curry rivel, somerset",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,": propeller, nose landing gear and fuselage underside",3,private pilot licence,69,61-70,13700,5,2,1,5,2,5,3
https://assets.digital.cabinet-office.gov.uk/media/5422f1baed915d137100038d/G-BVHF_10-05.pdf,"1 lycoming aeio-320-d1b piston engine
category1.3",1,": grob g115 d2, g-bvhf",1994,1994,11,2,6 june 2005 at 0844,844,0000-0859,06/06/2005,Summer,Mon,2005,": dundee airport, fife",training/instruction,: crew - 2 passengers - none,0,: crew - none passengers - n/a,4,": right landing gear embedded in fence, nosewheel 
sheared off, right wing, nose and propeller severely 
damaged",2,airline transport pilot licence,32,31-40,815,4,8,1,129,5,24,5
https://assets.digital.cabinet-office.gov.uk/media/5422f233ed915d13740003df/Rans_S6-ES__G-CBTO_8-05.pdf,1 rotax 912-ul piston engine,1,": rans s6-es, g-cbto",2002,2002,3,1,3 june 2005 at 1050,1050,0900-1159,03/06/2005,Summer,Fri,2005,": near sellafield, cumbria",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,": propeller, right wing and engine damaged",3,private pilot licence,41,41-50,454,3,41,2,28,4,10,4
https://assets.digital.cabinet-office.gov.uk/media/5422f29140f0b613420003b3/Yak_C11__G-YCII_9-05.pdf,"1 ash 21 piston engine
category1.2",1,": yak c11, g-ycii",1945,1945,60,6,1 june 2005 at 1150,1150,0900-1159,01/06/2005,Summer,Wed,2005,": north weald aerodrome, essex",private,: crew - 2 passengers - nil,0,: crew - none passengers - n/a,4,": one propeller blade badly damaged; engine 
shockloaded.  damage to left wing leading edge and 
left flap",3,airline transport pilot licence,26,21-30,882,4,1,1,12,3,6,3
https://assets.digital.cabinet-office.gov.uk/media/5422febde5274a1314000967/G-BMXL_11-05.pdf,"1 lycoming o-235-l2c piston engine
category1.3",1,": piper pa-38-112 tomahawk, g-bmxl",1980,1980,25,3,31 may 2005 at 1942,1942,1800-2359,31/05/2005,Spring,Tue,2005,": farm strip near chepstow, monmouthshire",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,: substantial,2,private pilot licence,50,41-50,104,2,4,1,5,2,4,2
https://assets.digital.cabinet-office.gov.uk/media/54230078e5274a1314000a27/Pierre_Robin_HR100-200B__G-CBFN_2-06.pdf,1 lycoming io-360-a1d6 piston engine,1,": pierre robin hr100/200b, g-cbfn",1971,1971,34,4,29 may 2005 at 1651,1651,1500-1759,29/05/2005,Spring,Sun,2005,": blackbushe airport, hampshire",private,: crew - 2 passengers - none,0,: crew - 2 passengers - n/a,3,": damage to right wing leading edge, nose landing gear 
and nose structure",3,private pilot licence,45,41-50,163,2,34,2,4,1,4,2
https://assets.digital.cabinet-office.gov.uk/media/5423005040f0b61342000983/G-JAPS_11-05.pdf,"1 rotax 914 turbo piston engine
category1.3",1,": europa xs, g-japs",2003,2003,2,1,29 may 2005 at 1820,1820,1800-2359,29/05/2005,Spring,Sun,2005,": hulam farm, co. durham",private,: crew - 2 passengers - none,0,: crew - 2 passengers - n/a,3,: beyond economical repair,2,private pilot licence,51,51-60,1364,4,1232,5,50,4,22,5
https://assets.digital.cabinet-office.gov.uk/media/542303e0ed915d1371000c69/Pulsar__G-BSFA.pdf,"1 rotax 582 piston engine
category1.3",1,": pulsar, g-bsfa",1992,1992,13,2,27 may 2005 at 1523,1523,1500-1759,27/05/2005,Spring,Fri,2005,": gloucester airport, gloucestershire",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,": nose landing gear broken, propeller destroyed, engine 
mounting framework damaged, right main landing gear 
damaged, underside of left wing root damaged",3,private pilot licence,58,51-60,448,3,1,1,1,1,1,1
https://assets.digital.cabinet-office.gov.uk/media/5422f327ed915d1371000453/G-FORS_3-06.pdf,1 lycoming o-320-d2a piston engine,1,": slingsby t67c firefly, g-fors",1990,1990,15,2,25 may 2005 at 1607,1607,1500-1759,25/05/2005,Spring,Wed,2005,": near potterspury, 6 miles northwest of milton keynes",training/instruction,: crew - 2 passengers - none,0,: crew - 2 (fatal) passengers - n/a,1,: aircraft destroyed,1,airline transport pilot licence,59,51-60,6000,5,25,2,18,3,8,3
https://assets.digital.cabinet-office.gov.uk/media/5422ed17ed915d137100014d/MCR-01_Club_Banbi__G-LMLV_9-05.pdf,"1 rotax 912 uls piston engine
category1.3",1,": mcr-01 club banbi, g-lmlv",2000,2000,5,1,21 may 2005 at 1030,1030,0900-1159,21/05/2005,Spring,Sat,2005,": nayland airfield, essex",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,: undercarriage leg and flap mount broken,3,private pilot licence,55,51-60,370,3,73,3,21,4,1,1
https://assets.digital.cabinet-office.gov.uk/media/542304cf40f0b61346000d3d/Europa_XS__G-RMMT_9-05.pdf,"1 rotax 914 turbo piston engine
category1.3",1,": europa xs, g-rmmt",2004,2004,1,1,21 may 2005 at 1200,1200,1200-1459,21/05/2005,Spring,Sat,2005,": 1/4 nm north east of tollerton airport, 
nottinghamshire",private,: crew - 2 passengers  nil,0,: crew - none passengers n/a,4,: none,4,private pilot licence,70,61-70,4831,5,15,2,9,2,6,3
https://assets.digital.cabinet-office.gov.uk/media/5422f1c740f0b61342000357/Cessna_150M__N8174V_8-05.pdf,1 continental 0-200a piston engine,1,": cessna 150m, n8174v",1974,1974,31,4,19 may 2005 at 0847,847,0000-0859,19/05/2005,Spring,Thu,2005,": approximately 20 miles north of dundee, scotland",private,: crew - 1 passengers - none,0,: crew - 1 (minor) passengers - n/a,3,: aircraft destroyed,1,airline transport pilot licence,43,41-50,2400,5,1500,5,50,4,30,5
https://assets.digital.cabinet-office.gov.uk/media/542302a6e5274a1317000bc7/G-BETG_10-05.pdf,"1 continental motors o-470-u piston engine
category1.3",1,": cessna 180k skywagon, g-betg",1977,1977,28,3,15 may 2005 at 1350,1350,1200-1459,15/05/2005,Spring,Sun,2005,": dunkeswell, devon",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,": damage to propeller, minor damage to cowling, engine 
shock-loaded",3,private pilot licence,54,51-60,339,3,27,2,6,2,3,2
https://assets.digital.cabinet-office.gov.uk/media/5422f488e5274a13140004e5/Tri_Kis__G-TKIS_8-05.pdf,1 lycoming o-290-d2 piston engine,1,": tri kis, g-tkis",1995,1995,10,2,15 may 2005 at 1410,1410,1200-1459,15/05/2005,Spring,Sun,2005,": hexden private airstrip, near rye, east sussex",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,: damage to propeller and fractured wing spars,3,private pilot licence,48,41-50,598,3,488,5,2,1,2,2
https://assets.digital.cabinet-office.gov.uk/media/542302f4ed915d1371000c03/Piper_PA_38-112__G-BJUR_8-05.pdf,1 lycoming o-235-l2c piston engine,1,": piper pa-38-112, g-bjur",1979,1979,26,3,13 may 2005 at 1300,1300,1200-1459,13/05/2005,Spring,Fri,2005,": nottingham airfield, tollerton, nottinghamshire",training/instruction,: crew - 2 passengers - none,0,: crew - none passengers - n/a,4,: damaged windscreen,3,airline transport pilot licence,37,31-40,2294,5,1613,5,140,5,51,5
https://assets.digital.cabinet-office.gov.uk/media/54230151ed915d1374000a9f/N61MF_07-05.pdf,1 lycoming io-360-a3b60 piston engine,1,": mooney m20j, n61mf",1979,1979,26,3,8 may 2005 at 1618,1618,1500-1759,08/05/2005,Spring,Sun,2005,": fairoaks airport, surrey",private,: crew - 1 passengers - 3,3,: crew - 1 (minor) passengers - 3 (minor),3,": substantial damage to airframe, propeller and engine",2,private pilot licence,45,41-50,274,2,51,3,10,3,5,3
https://assets.digital.cabinet-office.gov.uk/media/5422f91ced915d1374000721/Rans_S6-ESD_XL__Modified___G-MZNV_9-05.pdf,"1 rotax 503-2v piston engine
category1.3",1,": rans s6-esd xl (modified), g-mznv",1998,1998,7,1,8 may 2005 at 1645,1645,1500-1759,08/05/2005,Spring,Sun,2005,": 1 mile ne of kingsclere mast, hampshire",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,": right cockpit door detached in flight, minor damage 
to right wing and tailplane",3,private pilot licence,53,51-60,350,3,303,5,8,2,3,2
https://assets.digital.cabinet-office.gov.uk/media/5422f544e5274a1317000585/G-BYDX_07-05.pdf,1 lycoming o-360-a4k piston engine,1,": american general ag-5b, g-bydx",1991,1991,14,2,7 may 2005 at 1600,1600,1500-1759,07/05/2005,Spring,Sat,2005,": farley farm, hampshire",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,: extensive,2,private pilot licence,78,70+,3458,5,610,5,8,2,1,1
https://assets.digital.cabinet-office.gov.uk/media/5422f28140f0b6134600044d/Pierre_Robin_DR400_180R__G-BPZP_8-05.pdf,1 lycoming o-360-a4a piston engine,1,": pierre robin dr400/180r, g-bpzp",1980,1980,25,3,7 may 2005 at 1300,1300,1200-1459,07/05/2005,Spring,Sat,2005,": lasham airfield, hampshire",private,: crew - 1 passengers - none,0,: crew - 1 (minor) passengers - n/a,3,: substantial damage,2,private pilot licence,75,70+,469,3,120,4,8,2,8,3
https://assets.digital.cabinet-office.gov.uk/media/5422f9c7e5274a13170007af/G-BSHY_11-05.pdf,"1 lycoming o-290-g piston engine
category1.3",1,": acrosport 1, g-bshy",1992,1992,13,2,2 may 2005 at 1300,1300,1200-1459,02/05/2005,Spring,Mon,2005,": private airstrip near keal cotes, lincolnshire",private,: crew - 1 passengers - none,0,: crew - 1 (serious) passengers - n/a,2,: aircraft damaged beyond repair,2,private pilot licence,65,61-70,1712,4,375,5,2,1,1,1
https://assets.digital.cabinet-office.gov.uk/media/5422f15aed915d1371000369/Piper_PA-28R-200-2__G-BCGS_8-05.pdf,1 lycoming io-360-c1c piston engine,1,": piper pa-28r-200-2, g-bcgs",1972,1972,33,4,2 may 2005 at 0850,850,0000-0859,02/05/2005,Spring,Mon,2005,": little gransden airfield, bedfordshire",private,: crew - 2 passengers - none,0,: crew - none passengers - n/a,4,": propeller destroyed, engine shock loaded, damage to the 
under-side of fuselage",3,airline transport pilot licence,35,31-40,3173,5,15,2,100,5,42,5
https://assets.digital.cabinet-office.gov.uk/media/542303f440f0b61346000cd3/Jodel_D112__G-BIVB_8-05.pdf,1 continental motors corp a65-8f piston engine,1,": jodel d112, g-bivb",1960,1960,45,5,1 may 2005 at 1606,1606,1500-1759,01/05/2005,Spring,Sun,2005,": private strip at twineham, west sussex",private,: crew - 1 passengers - none,0,: crew - 1 (minor) passengers - n/a,3,: substantial,2,private pilot licence,50,41-50,253,2,4,1,4,1,4,2
https://assets.digital.cabinet-office.gov.uk/media/542301b140f0b61342000a2f/ARV_Super_2__ARV1___G-TARV.pdf,"1 hewland ae75d piston engine
category1.3",1,": arv super 2 (arv1), g-tarv",2001 (rebuilt),2001,4,1,30 april 2005 at 1135,1135,0900-1159,30/04/2005,Spring,Sat,2005,": naish farm, clapton in gordano, bristol",private,: crew - 1 passengers - none,0,: crew - 1 (fatal) passengers - n/a,1,: aircraft destroyed,1,private pilot licence,71,70+,624,4,33,2,3,1,1,1
https://assets.digital.cabinet-office.gov.uk/media/5422ed66e5274a1314000177/G-BCYR_07-05.pdf,1 lycoming o-320-e2d piston engine,1,": cessna f172m, g-bcyr",1975,1975,30,4,29 april 2005 at 1420,1420,1200-1459,29/04/2005,Spring,Fri,2005,": inverness airport, scotland",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,": nose landing gear, engine bulkhead and propeller 
blades damaged",3,private pilot licence,22,21-30,82,1,18,2,30,4,14,4
https://assets.digital.cabinet-office.gov.uk/media/5422ed04ed915d137400014f/Piper_PA-28-161_Warrior_II__G-BOXC_8-05.pdf,1 lycoming o-320-d3g piston engine,1,": piper pa-28-161 warrior ii, g-boxc",1988,1988,17,2,26 april 2005 at 1300,1300,1200-1459,26/04/2005,Spring,Tue,2005,": jersey airport, channel islands",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,": damage to noseleg fork, nosewheel and engine bearers",3,private pilot licence,43,41-50,63,1,63,3,0,1,0,1
https://assets.digital.cabinet-office.gov.uk/media/5422f796e5274a13170006b5/G-TRUK_07-05.pdf,1 lycoming o-320-d1a piston engine,1,": glasair rg, g-truk",1989,1989,16,2,26 april 2005 at 1216,1216,1200-1459,26/04/2005,Spring,Tue,2005,": bembridge airport, isle of wight",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,": damage to lower forward cowling and propeller. slight 
damage to nose gear door and spinner",3,private pilot licence,73,70+,1335,4,639,5,0,1,0,1
https://assets.digital.cabinet-office.gov.uk/media/5422f08140f0b613420002c3/G-BYNL_07-05.pdf,,1,": jabiru sk, g-bynl",1999,1999,6,1,22 april 2005 at 1115,1115,0900-1159,22/04/2005,Spring,Fri,2005,": slinfold (welcross farm) airstrip, west sussex",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,": damage to the left side of the fuselage, the left wing 
and propeller",3,private pilot licence,47,41-50,163,2,26,2,11,3,2,2
https://assets.digital.cabinet-office.gov.uk/media/5422ec00e5274a13170000d1/Piper_PA-34-200T_Seneca__G-BNEN_04-06.pdf,2 continental tsio-360-eb piston engines,2,": piper pa-34-200t seneca, g-bnen",1980,1980,25,3,21 april 2005 at 1205,1205,1200-1459,21/04/2005,Spring,Thu,2005,": oxford kidlington airport, oxfordshire",training/instruction,: crew - 2 passengers - none,0,: crew - none passengers - n/a,4,": nose wheel, propellers and engines",3,airline transport pilot licence,71,70+,16000,5,1979,5,83,5,26,5
https://assets.digital.cabinet-office.gov.uk/media/542302dfed915d1371000bf7/G-BHFC_07-05.pdf,1 lycoming o-235-l2c piston engine,1,": cessna f152, g-bhfc",1978,1978,27,3,19 april 2005 at 1100,1100,0900-1159,19/04/2005,Spring,Tue,2005,": near hardwick airfield, norfolk",training/instruction,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,": significant damage to the engine, minor damage to the 
airframe structure",2,airline transport pilot licence,39,31-40,4451,5,1153,5,133,5,36,5
https://assets.digital.cabinet-office.gov.uk/media/54230008e5274a13140009f5/Piper_PA-28-140_Cherokee__G-BCGT_8-05.pdf,1 lycoming o-320-e3d piston engine,1,": piper pa-28-140 cherokee, g-bcgt",1968,1968,37,4,17 april 2005 at 1115,1115,0900-1159,17/04/2005,Spring,Sun,2005,": compton abbas, wiltshire",private,: crew - 1 passengers - 2,2,: crew - none passengers - none,4,": nose landing gear collapsed, propeller bent, engine 
shock loaded, right wing tip buckled",3,private pilot licence,57,51-60,225,2,136,4,6,2,3,2
https://assets.digital.cabinet-office.gov.uk/media/5422eac3e5274a1317000025/Piper_PA-18-150_Super_Cub__G-BGWH.pdf,1 lycoming o-320-a2b piston engine,1,": piper pa-18-150 super cub, g-bgwh",1961,1961,44,5,14 april 2005 at 1454,1454,1200-1459,14/04/2005,Spring,Thu,2005,": nayland airfield, essex (takeoff) 
 clacton airfield, essex (landing)",training/instruction,: crew - 2 passengers - none,0,: crew - none passengers - n/a,4,": severe damage to main landing gear and propeller. 
 further damage to the engine, wing strut and fuselage",3,airline transport pilot licence,66,61-70,8500,5,200,4,22,4,10,4
https://assets.digital.cabinet-office.gov.uk/media/5422fb67e5274a131700086d/Vans_RV-9A__G-CCZT_8-05.pdf,1 lycoming o-320-e2a piston engine,1,": vans rv-9a, g-cczt",2004,2004,1,1,14 april 2005 at 1630,1630,1500-1759,14/04/2005,Spring,Thu,2005,": bicester airfield, oxfordshire",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,: nose landing gear damaged,3,private pilot licence,61,61-70,107,2,12,2,12,3,12,4
https://assets.digital.cabinet-office.gov.uk/media/5422ec6440f0b613460000fb/Rockwell_Commander_112__G-DASH_8-05.pdf,1 lycoming io-360-c1d6 piston engine,1,": rockwell commander 112, g-dash",1975,1975,30,4,11 april 2005 at 1815,1815,1800-2359,11/04/2005,Spring,Mon,2005,": bourn airfield, cambridge",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,": damage to propeller, engine nacelle and nose landing 
gear leg",3,private pilot licence,69,61-70,490,3,70,3,10,3,10,4
https://assets.digital.cabinet-office.gov.uk/media/5422fccee5274a1314000889/Yak_18T__HA-YAP_08-06.pdf, vedenyev m4piston engine,1,": yak 8t, ha-yap",2004,2004,2,1,8 april 2006 at 1301,1301,1200-1459,08/04/2006,Spring,Sat,2006,": shoreham arport, west sussex",private,: crew -  passengers - 3,3,: crew - none passengers - none,4,: none to ha-yap; rudder damaged on g-cdek,4,private pilot licence,38,31-40,177,2,33,2,41,4,19,5
https://assets.digital.cabinet-office.gov.uk/media/542302e8e5274a1314000b51/G-CBAZ_07-05.pdf,1 rotax 582-48 piston engine,1,": rans s6-es, g-cbaz",2001,2001,4,1,25 march 2005 at 1410,1410,1200-1459,25/03/2005,Spring,Fri,2005,": kinderton lodge farm, middlewich, cheshire",private,: crew - 1 passengers - none,0,: crew - 1 passengers - n/a,3,: extensive,2,private pilot licence,59,51-60,206,2,54,3,0,1,0,1
https://assets.digital.cabinet-office.gov.uk/media/5422f875ed915d13710006d5/Europa_XL__N8027U_2-06.pdf,1 rotax 912 piston engine,1,": europa xl, n8027u",2004,2004,1,1,25 march 2005 at 1430,1430,1200-1459,25/03/2005,Spring,Fri,2005,": kemble airfield, gloucestershire",private,: crew - 1 passengers - 1,1,: crew - 1 (fatal) passengers - 1 (fatal),1,: aircraft destroyed,1,private pilot licence,55,51-60,636,4,28,2,4,1,1,1
https://assets.digital.cabinet-office.gov.uk/media/5422eb4ce5274a1317000063/Extra_EA_300L__G-CCPI.pdf,1 lycoming aeio-540-l1b5 piston engine,1,": extra ea 300/l, g-ccpi",2004,2004,1,1,21 march 2005 at 1540,1540,1500-1759,21/03/2005,Spring,Mon,2005,": meppershall airfield, bedfordshire",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,: extensive damage to the airframe,2,airline transport pilot licence,43,41-50,6500,5,170,4,3,1,2,2
https://assets.digital.cabinet-office.gov.uk/media/5422f9a0ed915d1374000761/Jodel_DR1051__Modified___G-AYGD.pdf,1 continental motors o-200-a piston engine,1,": jodel dr1051 (modified), g-aygd",1963,1963,42,5,13 march 2005 at 1440,1440,1200-1459,13/03/2005,Spring,Sun,2005,": cardiff international airport, south glamorgan, wales",private,: crew - 1 passengers - 2,2,: crew - none passengers - none,4,: landing gear collapsed,3,private pilot licence,50,41-50,220,2,14,2,5,2,2,2
https://assets.digital.cabinet-office.gov.uk/media/5422f158ed915d137400036f/G-BKPC_5-05.pdf,1 continental motors io-520-d piston engine,1,": cessna a185f, g-bkpc",1979,1979,26,3,6 march 2005 at 1700,1700,1500-1759,06/03/2005,Spring,Sun,2005,": barton aerodrome, manchester",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,": damage to the left main landing gear mounting 
structure, left horizontal stabiliser leading edge",3,private pilot licence,63,61-70,4000,5,2805,5,30,4,11,4
https://assets.digital.cabinet-office.gov.uk/media/542302f540f0b61346000c55/G-BRCG_5-05.pdf,1 limbach l 2000-ebia piston engine,1,": grob g109, g-brcg",1981,1981,24,3,6 march 2005 at 1230,1230,1200-1459,06/03/2005,Spring,Sun,2005,": pocklington airfield, east yorkshire",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,": substantial to landing gear, propeller and lower fuselage",2,private pilot licence,49,41-50,336,3,35,2,9,2,4,2
https://assets.digital.cabinet-office.gov.uk/media/5422f1fc40f0b613460003f7/Piper_PA-28-180_Cherokee__G-AVNP_05-95.pdf,,1,,1967,1967,28,3,,1134,0900-1159,05/03/1995,Spring,Sun,1995,norwich,private,crew - 1 passengers - 2,2,crew - none passengers - none,4,damage to propeller,3,private pilot licence,44,41-50,127,2,127,4,4,1,1,1
https://assets.digital.cabinet-office.gov.uk/media/5422f457e5274a131700050b/Piper_PA-28-140_Cherokee__G-BRPL_9-05.pdf,"1 lycoming o-320-e3d piston engine
category1.3",1,": piper pa-28-140 cherokee, g-brpl",1972,1972,33,4,5 march 2005 at 1438,1438,1200-1459,05/03/2005,Spring,Sat,2005,": blackpool airport, lancashire",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,: nosewheel and propeller damaged.,3,airline transport pilot licence,40,31-40,510,3,411,5,16,3,8,3
