url,No&Typeengines,NO ENGINES,AircraftType&reg,Year_of_Manufacture,Yr Manuf,AgeAircraft,AGE AIRCRAFT BAND,Date & Time,Time,TIME BAND,Date,SEASON,DAY OF WK,Year,Location,TYPE OF FLIGHT,NoCrew&Passengers,No of passengers,Injuries,INJURY CLASS,Aircraft Damage,DAMAGE CLASSIFICATION,PIC LICENCE,pic age,PIC AGE BAND,Total hrs,TOTAL HRS,Type Hrs,TYPE HRS,90 day Hrs,90 DAY HRS,28 day Hrs,28 DAY HRS
https://assets.publishing.service.gov.uk/media/63905cc38fa8f569f6a9d290/Piper_PA-46-350P_G-LAMI_01-23.pdf,1 lycoming tio-540-ae2a piston engine,1,": piper pa-46-350p, g-lami",2022 (serial no4636798),2022,0,1,9 july 2022 at 1000,1000,0900-1159,09/07/2022,Summer,Sat,2022,": wycombe airpark, buckinghamshire",private,: crew - 2 passengers - 4,4,: crew - none passengers - none,4,": left wing, both landing gear and fuselage 
damaged",3,airline transport pilot licence,65,61-70,31500,5,131,4,91,5,26,5
https://assets.publishing.service.gov.uk/media/63905e8f8fa8f569f830f837/Piper_PA-34-200T_G-CAHA_01-23.pdf,"2 continental motors corp tsio-360-eb piston 
engines",2,": piper pa-34-200t, g-caha",1977 (serial no34-7770010),1977,45,5,1 june 2022 at 1130,1130,0900-1159,01/06/2022,Summer,Wed,2022,: dundee airport,training/instruction,: crew - 2 passengers - 1,1,: crew - none passengers - none,4,": damage to both propellors, engines and 
airframe",3,airline transport pilot licence,61,61-70,1401,4,200,4,89,5,30,5
https://assets.publishing.service.gov.uk/media/63905e3ed3bf7f3281ab1a77/Cessna_182Q_G-BRRK_01-23.pdf,"1 continental motors corp o-470-u piston 
engine",1,": cessna 182q, g-brrk",1977 (serial no182-66160),1977,45,5,24 august 2022 at 1006,1006,0900-1159,24/08/2022,Summer,Wed,2022,": finmere microlight site, buckinghamshire",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,: none,4,private pilot licence,63,61-70,545,3,212,4,7,2,5,3
https://assets.publishing.service.gov.uk/media/63905d52d3bf7f32876c9b35/Bede_BD-4_G-BOPD_01-23.pdf,1 lycoming o-320-a2b piston engine,1,": bede bd-4, g-bopd",1974 (serial no632),1974,48,5,10 july 2022 at 0930,930,0900-1159,10/07/2022,Summer,Sun,2022,": fishburn airfield, county durham",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,": left landing gear leg failed, propeller strike, and 
damage to left wing, left door, and engine cowls",3,private pilot licence,68,61-70,1597,4,1444,5,10,3,6,3
https://assets.publishing.service.gov.uk/media/63a43767d3bf7f37654767e8/Piper_PA-23-250_G-BJNZ_02-23.pdf,2 lycoming io-540-c4b5 piston engines,2,": piper pa-23-250, g-bjnz",1979 (serial no27-7954099),1979,43,5,2 april 2022 at 1535,1535,1500-1759,02/04/2022,Spring,Sat,2022,": enfield, greater london",private,: crew - 1 passengers - 3,3,: crew - none passengers - none,4,": damage to the engines, propellers, landing 
gear, left flap and underside of the fuselage",3,private pilot licence,67,61-70,1859,4,1090,5,33,4,21,5
https://assets.publishing.service.gov.uk/media/63761ff18fa8f57721e34e11/Cassutt_Racer_IIIM_G-BPVO_12-22.pdf,"1 continental motors corp o-200-a piston 
engine",1,": cassutt racer iiim, g-bpvo",1973 (serial nodg1),1973,49,5,1 july 2022 at 1042,1042,0900-1159,01/07/2022,Summer,Fri,2022,": near henstridge airfield, somerset",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,: substantial,2,airline transport pilot licence,69,61-70,12632,5,26,2,18,3,5,3
https://assets.publishing.service.gov.uk/media/6376202f8fa8f57717178910/Luscombe_8E_G-BSYF_12-22.pdf,"1 continental motors corp c85-12 piston 
engine",1,": luscombe 8e, g-bsyf",1946 (serial no3455),1946,76,6,23 july 2022 at 1200,1200,1200-1459,23/07/2022,Summer,Sat,2022,": near east winch, kings lynn, norfolk",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,": extensive damage to the airframe and shock 
loading to the engine",2,private pilot licence,59,51-60,1051,4,142,4,2,1,2,2
https://assets.publishing.service.gov.uk/media/6376206ed3bf7f720e73517f/Pioneer_300_G-LEAH_12-22.pdf,1 rotax 912 uls piston engine,1,": pioneer 300, g-leah",2007 (serial nopfa 330-14497),2007,15,2,19 june 2022 at 0954,954,0900-1159,19/06/2022,Summer,Sun,2022,": ludham airfield, norfolk",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,": twisted wing box, damaged engine mounting, 
propeller, landing gear and left wing",3,private pilot licence,64,61-70,1846,4,7,1,7,2,7,3
https://assets.publishing.service.gov.uk/media/63762225e90e07285378d228/Zenair_CH_601UL_G-CDAL_12-22.pdf,1 rotax 912-s piston engine,1,": zenair ch 601ul, g-cdal",2004 (serial nopfa 162a-14195),2004,18,2,1 august 2022 at 1050,1050,0900-1159,01/08/2022,Summer,Mon,2022,": field northwest of kinglassie, near fife airport",private,: crew - 1 passengers - none,0,: crew - 1 (minor) passengers - n/a,3,": significant damage to fuselage, wings, 
propeller, canopy, and undercarriage",2,private pilot licence,70,61-70,828,4,45,2,18,3,5,3
https://assets.publishing.service.gov.uk/media/63628e4e8fa8f505734175db/Piper_PA-28R-200-2_G-EGVA_12-22.pdf,1 lycoming io-360-c1c piston engine,1,": piper pa-28r-200-2, g-egva",1976 (serial no28r-76-35229),1976,46,5,2 april 2022 at 0920,920,0900-1159,02/04/2022,Spring,Sat,2022,: approximately 20 nm west of le touquet,private,: crew - 1 passengers -1,1,: crew - 1 (missing) passengers - 1 (missing),1,: aircraft missing,1,private pilot licence,69,61-70,200,2,5,1,1,1,1,1
https://assets.publishing.service.gov.uk/media/63469a6d8fa8f534689952e7/Cessna_A185F_Skywagon_G-SAUO_11-22.pdf,"1 continental motors corp io-520-d piston 
engine",1,": cessna a185f skywagon, g-sauo",1974 (serial no185-02324),1974,48,5,30 august 2022 at 1008,1008,0900-1159,30/08/2022,Summer,Tue,2022,": luxters farm airstrip, henley-on-thames, 
buckinghamshire",private,: crew - 1 passengers - 1,1,: crew - 1 (minor) passengers - 1 (minor),3,: aircraft destroyed,1,airline transport pilot licence,69,61-70,28000,5,350,5,38,4,10,4
https://assets.publishing.service.gov.uk/media/63469b23d3bf7f6184a293cc/DA_40_NG_G-CTSR_11-22.pdf,1 austro e4-a piston engine,1,": da 40 ng, g-ctsr",2015 (serial no40.n304),2015,6,1,3 september 2021 at 1257,1257,1200-1459,03/09/2021,Autumn,Fri,2021,": cranfield airport, bedfordshire",training/instruction,: crew - 1 passengers - none,0,: crew - 1 (minor) passengers - n/a,3,: damaged beyond economical repair,2,student,42,41-50,23,1,23,2,23,4,14,4
https://assets.publishing.service.gov.uk/media/63469a928fa8f534695f39a4/DH82A_Tiger_Moth_G-AXAN_11-22.pdf,1 de havilland gipsy major 1f piston engine,1,": dh82a tiger moth, g-axan",1942 (serial no85951),1942,80,6,14 may 2022 at 1515,1515,1500-1759,14/05/2022,Spring,Sat,2022,": private farm strip, near duxford, 
cambridgeshire",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,: aircraft destroyed,1,airline transport pilot licence,49,41-50,3687,5,533,5,67,5,25,5
https://assets.publishing.service.gov.uk/media/63455275d3bf7f618d8f8850/Boeing_A75N1_PT17__Stearman_N707TJ_12-22.pdf,1 pratt &whitney r-985 engine,1,": boeing a75n1(pt17) stearman, n707tj",1940 (serial no75-950),1940,81,6,4 september 2021 at 1448,1448,1200-1459,04/09/2021,Autumn,Sat,2021,": in the sea off sandbanks, poole, dorset",private,: crew - 2 passengers - none,0,: crew - none  passengers - n/a,4,: aircraft destroyed,1,private pilot licence,57,51-60,4494,5,3581,5,175,5,62,5
https://assets.publishing.service.gov.uk/media/6321af00d3bf7f33d746b980/Taylor_Monoplane_G-BRUO_10-22.pdf,1 volkswagen 1600 piston engine,1,": taylor monoplane, g-bruo",1990 (serial nopfa 055-10859),1990,32,4,21 june 2022 at 1130,1130,0900-1159,21/06/2022,Summer,Tue,2022,": fishburn airfield, county durham",private,: crew - 1 passengers - none,0,: crew - 1 (serious) passengers - n/a,2,": substantial damage to front fuselage and 
engine separated from aircraft",2,private pilot licence,68,61-70,981,4,9,1,6,2,2,2
https://assets.publishing.service.gov.uk/media/6321aed4e90e072ce0cafcf6/Piper_PA-28-181_G-BFSY_10-22.pdf,1 lycoming o-360-a4m piston engine,1,": piper pa-28-181, g-bfsy",1977 (serial no28-7890200),1977,45,5,25 june 2022 at 1740,1740,1500-1759,25/06/2022,Summer,Sat,2022,": chatteris airfield, cambridgeshire",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,: damage to left wing and nosewheel spat,3,airline transport pilot licence,33,31-40,1800,4,130,4,90,5,35,5
https://assets.publishing.service.gov.uk/media/6321ae99d3bf7f33cf792e4d/Europa_XS_G-REJP_10-22.pdf,1 rotax 912uls piston engine,1,": europa xs, g-rejp",2007 (serial nopfa 247-14086),2007,14,2,25 november 2021 at 1305,1305,1200-1459,25/11/2021,Autumn,Thu,2021,": nuthampstead airfield, hertfordshire",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,": fractured fuselage, damaged propeller and 
main wings twisted on spar",3,private pilot licence,63,61-70,1413,4,5,1,19,3,6,3
https://assets.publishing.service.gov.uk/media/631841c4d3bf7f792bcfb1ab/Escapade_G-CGNV_10-22.pdf,1 rotax 912-ul piston engine,1,": escapade, g-cgnv",2011 (serial nolaa 345-14901),2011,10,2,14 november 2021 at 1204,1204,1200-1459,14/11/2021,Autumn,Sun,2021,": breighton airfield, selby, north yorkshire",private,: crew - 1 passengers - none,0,: crew - 1 (fatal) passengers - n/a,1,: aircraft destroyed,1,private pilot licence,66,61-70,945,4,4,1,9,2,3,2
https://assets.publishing.service.gov.uk/media/62cd76858fa8f54e8aadc7bd/Grob_G115B__G-BYDB_08-22.pdf,1 lycoming o-320-d3g piston engine,1,": grob g115b, g-bydb",1988 (serial no8025),1988,34,4,17 april 2022 at 1450,1450,1200-1459,17/04/2022,Spring,Sun,2022,": clacton airfield, essex",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,": damage to the leading edge of the wing and 
shock loading of the engine",3,private pilot licence,52,51-60,189,2,10,2,4,1,2,2
https://assets.publishing.service.gov.uk/media/62cd76658fa8f54e8972be14/Cessna_120_G-OVFM_08-22.pdf,"1 continental motors corp o-200-a piston 
engine",1,": cessna 120, g-ovfm",1948 (serial no14720),1948,73,6,06 december 2021 at 1530,1530,1500-1759,06/12/2021,Winter,Mon,2021,": south cave (mount airy) airfield, hull, east 
riding of yorkshire",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,": right main gear leg displaced, fuselage 
buckled, engine cowlings and propeller 
damaged",3,private pilot licence,20,16-20,192,2,35,2,24,4,10,4
https://assets.publishing.service.gov.uk/media/62cd763dd3bf7f2fffd66c83/Casa_1-131E_Series_1000_G-BUCK_08-22.pdf,1 enma tigre g-iv-a2 piston engine,1,": casa 1-131e series 1000, g-buck",1951 (serial no1113),1951,71,6,13 june 2022 at 1650,1650,1500-1759,13/06/2022,Summer,Mon,2022,": turweston aerodrome, buckinghamshire",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,": landing gear collapsed, shock-loaded engine, 
lower wing and propeller damaged",3,airline transport pilot licence,65,61-70,21552,5,44,2,39,4,20,5
https://assets.publishing.service.gov.uk/media/62cd7616e90e077484134050/CAP_231_G-IIHZ_08-22.pdf,1 lycoming aeio-540-l1b5d piston engine,1,": cap 231, g-iihz",1988 (serial no8),1988,34,4,9 january 2022 at 1515,1515,1500-1759,09/01/2022,Winter,Sun,2022,": mundesley, norfolk",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,": control arm mount detached from rudder, fin 
stern post dis-bonded from fin structure",3,private pilot licence,51,51-60,359,3,200,4,11,3,5,3
https://assets.publishing.service.gov.uk/media/62cd75f18fa8f54e84055727/Aeronca_65C_G-BTRG_08-22.pdf,1 verner scarlett 7hi piston engine,1,": aeronca 65c, g-btrg",1939 (serial noc4149),1939,82,6,21 october 2021 at 1435,1435,1200-1459,21/10/2021,Autumn,Thu,2021,": birchwood airfield, north yorkshire",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,": aircraft extensively damaged and missing 
propeller",2,private pilot licence,58,51-60,568,3,387,5,4,1,4,2
https://assets.publishing.service.gov.uk/media/62b19dc6d3bf7f0afecf69a6/Zenair_CH_750_G-CIJZ_07-22.pdf,1 rotax 912uls piston engine,1,": zenair ch 750, g-cijz",2015 (serial nolaa 381-15118),2015,6,1,17 december 2021 at 1350,1350,1200-1459,17/12/2021,Winter,Fri,2021,": 2 miles west of wideford hill, orkney",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,: landing gear damaged and seized engine,3,airline transport pilot licence,68,61-70,13968,5,29,2,29,4,12,4
https://assets.publishing.service.gov.uk/media/62b19c7b8fa8f535763df258/Reims_Cessna_F172M_G-MOFO_07-22.pdf,1 lycoming o-320-e2d piston engine,1,": reims cessna f172m, g-mofo",1974 (serial no1192),1974,48,5,9 january 2022 at 1947,1947,1800-2359,09/01/2022,Winter,Sun,2022,: newcastle international airport,training/instruction,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,: none,4,private pilot licence,72,70+,233,2,4,1,13,3,5,3
https://assets.publishing.service.gov.uk/media/62b19c50d3bf7f0af94634ac/Glasair_II-S_RG_G-IIRG_07-22.pdf,1 lycoming io-360-b1e piston engine,1,": glasair ii-s rg, g-iirg",1994 (serial nopfa 149-11937),1994,28,3,22 february 2022 at 1710,1710,1500-1759,22/02/2022,Winter,Tue,2022,": near boreham, wiltshire",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,": landing gear collapsed, damage to wings, 
lower surface of the fuselage, propeller and 
engine shock-loaded",3,airline transport pilot licence,70,61-70,10767,5,52,3,5,2,4,2
https://assets.publishing.service.gov.uk/media/629f53c1d3bf7f036a31c70a/Grumman_AA-5_G-BBSA_07-22.pdf,1 lycoming o-320-e2g piston engine,1,": grumman aa-5, g-bbsa",1974 (serial noaa5-0472),1974,47,5,25 september 2021 at 0837,837,0000-0859,25/09/2021,Autumn,Sat,2021,: teesside international airport,private,: crew - 1 passengers - 2,2,: crew - 1 (serious) passengers - 2 (serious),2,: aircraft destroyed,1,private pilot licence,63,61-70,1614,4,830,5,79,5,29,5
https://assets.publishing.service.gov.uk/media/629f5bbf8fa8f5039617322c/Rogers_Sky_Prince_G-CJZU_07-22.pdf,"1 continental motors corp o-200-a piston 
engine",1,": rogers sky prince, g-cjzu",2009 (serial no00118-1507),2009,12,2,30 june 2021 at 1536,1536,1500-1759,30/06/2021,Summer,Wed,2021,": near goodwood aerodrome, west sussex",private,: crew - 1 passengers - 1,1,: crew - 1 (fatal) passengers - 1 (fatal),1,: aircraft destroyed,1,private pilot licence,65,61-70,706,4,16,2,89,5,19,5
https://assets.publishing.service.gov.uk/media/627a81508fa8f57d8b8badf0/Tecnam_P2008-JC_G-TSFC_06-22.pdf,1 rotax 912-s2 piston engine,1,": tecnam p2008-jc, g-tsfc",2015 (serial no1047),2015,6,1,22 march 2021 at 1505,1505,1500-1759,22/03/2021,Spring,Mon,2021,": stapleford aerodrome, essex",training/instruction,: crew - 2 passengers - none,0,: crew - none passengers - n/a,4,: right main landing gear collapsed,3,airline transport pilot licence,45,41-50,481,3,6,1,6,2,6,3
https://assets.publishing.service.gov.uk/media/627a8130d3bf7f5c033f0343/Grob_G_120TP-A_G-ETPC_06-22.pdf,1 rolls-royce m250-b17f turboprop engine,1,": grob g 120tp-a, g-etpc",2017 (serial no11125),2017,4,1,15 september 2021 at 1215,1215,1200-1459,15/09/2021,Autumn,Wed,2021,": in flight, rnas yeovilton, somerset",training/instruction,: crew - 2 passengers - none,0,: crew - none passengers - n/a,4,: oil contamination of windscreen.,3,airline transport pilot licence,64,61-70,7241,5,65,3,36,4,16,5
https://assets.publishing.service.gov.uk/media/6256d465e90e0729f39fafb1/P84_Jet_Provost_Mk_5_G-VIVM_05-22.pdf,1 rolls-royce viper 20201 turbojet engine,1,": p84 jet provost mk 5, g-vivm",1967 (serial nopac/w/23907),1967,54,5,16 june 2021 at 1300,1300,1200-1459,16/06/2021,Summer,Wed,2021,": north weald airport, essex",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,": damage to aircraft nose structure and main 
landing gear.  nose landing gear collapsed",3,private pilot licence,69,61-70,15000,5,350,5,42,4,16,5
https://assets.publishing.service.gov.uk/media/6256d42ed3bf7f600b448e4d/Piper_PA-28-236_G-CSBD_05-22.pdf,1 lycoming o-540-j3a5d piston engine,1,": piper pa-28-236, g-csbd",1981 (serial no28-8211019),1981,41,5,27 february 2022 at 1300,1300,1200-1459,27/02/2022,Winter,Sun,2022,": old buckenham airfield, norfolk",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,: rudder damaged,3,private pilot licence,64,61-70,4330,5,1000,5,32,4,1,1
https://assets.publishing.service.gov.uk/media/6256d3f58fa8f54a864cc774/Piper_PA-28-161_G-BRBA_05-22.pdf,1 lycoming o-320-d3g piston engine,1,": piper pa-28-161, g-brba",1979 (serial no28-7916109),1979,42,5,4 september 2021 at 1110,1110,0900-1159,04/09/2021,Autumn,Sat,2021,": wycombe air park, buckinghamshire",training/instruction,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,": damage to the right landing gear leg, right 
lower wing skin and right flap",3,airline transport pilot licence,56,51-60,1287,4,998,5,7,2,3,2
https://assets.publishing.service.gov.uk/media/6256d3c8e90e072a014d5130/Jodel_D120_G-BCGM_05-22.pdf,"1 continental motors corp c90-14f (modified) 
piston engine",1,": jodel d120, g-bcgm",1957 (serial no50),1957,64,6,28 september 2021 at 1054,1054,0900-1159,28/09/2021,Autumn,Tue,2021,": felton, northumberland",private,: crew - 1 passengers - none,0,: crew - 1 (minor) passengers - n/a,3,": right landing gear, right wing, nose cowling, 
propeller, carburettor and airbox damaged and 
engine shock-loaded",3,private pilot licence,33,31-40,1469,4,15,2,7,2,2,2
https://assets.publishing.service.gov.uk/media/6256d39ed3bf7f6006f846f7/Eurofox_912_S__G-CGYG_05-22.pdf,1 rotax 912 uls piston engine,1,": eurofox 912(s), g-cgyg",2011 (serial nolaa 376-15081),2011,10,2,29 may 2021 at 1040,1040,0900-1159,29/05/2021,Spring,Sat,2021,": highland gliding club, easterton airfield, elgin",private,: crew - 1 passengers - none,0,: crew - 1 (minor) passengers - n/a,3,": nose leg broken and damage to engine 
cowling, wing struts and airframe",3,airline transport pilot licence,31,31-40,499,3,132,4,22,4,6,3
https://assets.publishing.service.gov.uk/media/6256d3708fa8f54a91f19c8e/DH82A_Tiger_Moth_G-ANMO_05-22.pdf,1 de havilland gipsy major 1c piston engine,1,": dh82a tiger moth, g-anmo",1935 (serial no3255),1935,86,6,26 august 2021 at 0940,940,0900-1159,26/08/2021,Summer,Thu,2021,": headcorn aerodrome, kent",training/instruction,: crew - 2 passengers - none,0,: crew - 2 (minor) passengers - n/a,3,": damage to landing gear, propeller, wings and 
fuselage",3,private pilot licence,73,70+,21154,5,770,5,29,4,5,3
https://assets.publishing.service.gov.uk/media/6257dc31d3bf7f601560bb26/Jodel_D120A_G-AVLY_04-22.pdf,"1 continental motors corp c90-14f piston 
engine",1,": jodel d120a, g-avly",1967 (serial no331),1967,54,5,27 august 2021 at 0950,950,0900-1159,27/08/2021,Summer,Fri,2021,": halwell airfield, devon",private,: crew - 1 passengers - none,0,: crew - 1 (minor) passengers - n/a,3,: substantial damage to the airframe and engine,2,private pilot licence,67,61-70,463,3,207,4,7,2,4,2
https://assets.publishing.service.gov.uk/media/6257dbd48fa8f54a935a27f4/Reims_Cessna_F172N_G-BGIY_04-22.pdf,1 lycoming o-320-h2ad piston engine,1,": reims cessna f172n, g-bgiy",1979 (serial no1824),1979,42,5,28 august 2021 at 1120,1120,0900-1159,28/08/2021,Summer,Sat,2021,: glasgow airport,private,: crew - 1 passengers - 2,2,: crew - none passengers - none,4,: none,4,private pilot licence,53,51-60,564,3,451,5,26,4,8,3
https://assets.publishing.service.gov.uk/media/6257db89d3bf7f600b448e65/Beechcraft_95-B55_Baron_2-NOVA_04-22.pdf,2 lycoming o-540 piston engines,2,": beechcraft 95-b55 baron, 2-nova",1961 (serial notc-1272),1961,60,6,13 august 2021 at 1232,1232,1200-1459,13/08/2021,Summer,Fri,2021,: gloucestershire airport,private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,: landing gear door damaged,3,private pilot licence,53,51-60,398,3,31,2,6,2,2,2
https://assets.publishing.service.gov.uk/media/6257d9f9d3bf7f6002963952/Cessna_172S_G-CFIO_04-22.pdf,1 lycoming io-360-l2a piston engine,1,": cessna 172s, g-cfio",2002 (serial no172s9079),2002,19,2,10 september 2021 at 0942,942,0900-1159,10/09/2021,Autumn,Fri,2021,": ruckinge, kent",private,: crew - 1 passengers - none,0,: crew -  1 (fatal) passengers -  n/a,1,: aircraft destroyed,1,student,67,61-70,74,1,74,3,16,3,2,2
https://assets.publishing.service.gov.uk/media/620bb693d3bf7f4f0981a0f5/Star-Lite_SL-1_G-SOLA_03-22.pdf,1 rotax 447 piston engine,1,": star-lite sl-1, g-sola",1988 (serial nopfa 175-11311),1988,33,4,17 july 2021 at 1030,1030,0900-1159,17/07/2021,Summer,Sat,2021,": near pembrey airport, carmarthenshire",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,: bent nosewheel leg,3,private pilot licence,67,61-70,150,2,66,3,1,1,1,1
https://assets.publishing.service.gov.uk/media/620bb6cfd3bf7f4f065500b5/Piper_PA-28-180_G-AVBT_03-22.pdf,1 lycoming o-360-a4a piston engine,1,": piper pa-28-180, g-avbt",1967 (serial no28-3945),1967,54,5,9 july 2021 at 1033,1033,0900-1159,09/07/2021,Summer,Fri,2021,": mid wales airport, welshpool, powys",private,: crew - 2 passengers - none,0,: crew - none passengers - n/a,4,": substantial damage to the landing gear and 
propeller",2,airline transport pilot licence,49,41-50,314,3,21,2,1,1,1,1
https://assets.publishing.service.gov.uk/media/620bb596e90e0710aa4b69f3/Piper_PA-22-150_G-ARDS_03-22.pdf,1 lycoming o-320-a2b piston engine,1,": piper pa-22-150, g-ards",1959 (serial no22-7154),1959,62,6,11 august 2021 at 1012,1012,0900-1159,11/08/2021,Summer,Wed,2021,": beverley airfield, yorkshire",private,: crew - 1 passengers - none,0,: crew - 1 (minor) passengers - n/a,3,: damaged beyond economical repair,2,private pilot licence,66,61-70,119,2,27,2,16,3,11,4
https://assets.publishing.service.gov.uk/media/620bb5d4d3bf7f4f0ec9b593/Pioneer_300_Hawk_G-OPYO_03-22.pdf,1 rotax 912 uls piston engine,1,": pioneer 300 hawk, g-opyo",2009 (serial nopfa 330a-14597),2009,12,2,25 november 2021 at 1530,1530,1500-1759,25/11/2021,Autumn,Thu,2021,": near sleap aerodrome, shropshire",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,": damage to fuselage underside and minor 
damage to wings",3,private pilot licence,68,61-70,676,4,55,3,15,3,7,3
https://assets.publishing.service.gov.uk/media/61dec90d8fa8f50586678320/Supermarine_Aircraft_Spitfire_Mk_26_G-CIEN_02-22.pdf,1 isuzu v6 piston engine,1,": supermarine aircraft spitfire mk 26, g-cien",2014 (serial nopfa 324-14492),2014,7,1,12 august 2021 at 2010,2010,1800-2359,12/08/2021,Summer,Thu,2021,": newtownards airport, county down",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,": damage to landing gear, left wingtip, propeller, 
and engine cowlings",3,private pilot licence,47,41-50,712,4,1,1,42,4,8,3
https://assets.publishing.service.gov.uk/media/61dec8dde90e07037794fe7f/Rollason_Druine_D.31_Turbulent_G-ARGZ_02-22.pdf,1 volkswagen 1600 piston engine,1,": rollason druine d.31 turbulent, g-argz",1961 (serial nopfa 562),1961,60,6,16 october 2021 at 1245,1245,1200-1459,16/10/2021,Autumn,Sat,2021,": damyns hall aerodrome, upminster, essex",private,: crew - 1 passengers - none,0,: crew - 1 (serious) passengers - n/a,2,: aircraft destroyed,1,private pilot licence,44,41-50,7496,5,10,2,154,5,53,5
https://assets.publishing.service.gov.uk/media/61dec870e90e07037eb682a6/Rebel_G-BZFT_02-22.pdf,1 lycoming o-320-c2a piston engine,1,": rebel, g-bzft",2001 (serial nopfa 232-13224),2001,20,3,4 june 2021 at 1330,1330,1200-1459,04/06/2021,Summer,Fri,2021,": clench common airfield, wiltshire",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,": deformed tail section, propeller and engine 
shock loaded",3,private pilot licence,57,51-60,360,3,6,1,21,4,5,3
https://assets.publishing.service.gov.uk/media/61dec83fd3bf7f054db937d6/Druine_D.31_Turbulent__modified__G-AREZ_02-22.pdf,1 volkswagen 1834 piston engine,1,": druine d.31 turbulent (modified), g-arez",1960 (serial nopfa 561),1960,61,6,8 july 2021 at 1730,1730,1500-1759,08/07/2021,Summer,Thu,2021,": easterton airfield, birnie, elgin",private,: crew - 1 passengers - none,0,: crew - 1 (serious) passengers - n/a,2,": engine separated from aircraft and aircraft broken 
in two.  damaged beyond economic repair",2,private pilot licence,55,51-60,1614,4,64,3,45,4,19,5
https://assets.publishing.service.gov.uk/media/6204f02ee90e077f7abdbb72/Stampe_SV4C_G__G-AWEF_02-22.pdf,"1 de havilland gipsy major 10 mk.2 piston 
engine",1,": stampe sv4c(g), g-awef",1947 (serial no549),1947,74,6,9 may 2021 at 1521,1521,1500-1759,09/05/2021,Spring,Sun,2021,": near headcorn aerodrome, ashford, kent",private,: crew - 1 passengers - none,0,: crew - 1 (fatal)` passengers - n/a,1,: aircraft destroyed,1,private pilot licence,57,51-60,753,4,517,5,8,2,5,3
https://assets.publishing.service.gov.uk/media/6204f069d3bf7f3147a624b3/Edge_540_G-EDGY_02-22.pdf,1 lycoming aeio-540-exp piston engine,1,": edge 540, g-edgy",1997 (serial no18),1997,24,3,1 may 2021 at 1220,1220,1200-1459,01/05/2021,Spring,Sat,2021,": overhead tempsford airfield (disused), 
bedfordshire",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,": loss of right aileron and damage to right wing 
skin",3,private pilot licence,45,41-50,598,3,51,3,4,1,3,2
https://assets.publishing.service.gov.uk/media/61bb27f7e90e070446653e49/Jabiru_J400_G-CCPV_01-22.pdf,1 jabiru 3300a piston engine,1,": jabiru j400, g-ccpv",2006 (serial nopfa 325-14058),2006,15,2,17 august 2021 at 1326,1326,1200-1459,17/08/2021,Summer,Tue,2021,": tevioyhead, northwest of spadeadam danger 
area, scottish borders",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,: none,4,private pilot licence,71,70+,491,3,266,4,20,4,6,3
https://assets.publishing.service.gov.uk/media/61bb3010e90e070440c8bcd2/Europa_G-FLOR_01-22.pdf,1 rotax 912-ul piston engine,1,": europa, g-flor",1999 (serial nopfa 247-12793),1999,22,3,23 june 2021 at 1415,1415,1200-1459,23/06/2021,Summer,Wed,2021,": brinkworth, wiltshire",private,: crew - 1 passengers - 1,1,: crew - none passengers - none,4,": left door, gas strut and hinges missing, minor 
damage to left tailplane",3,airline transport pilot licence,60,51-60,19864,5,4,1,85,5,20,5
https://assets.publishing.service.gov.uk/media/61bb3082e90e070448c521d4/Cessna_120_G-AJJT_01-22.pdf,"1 continental motors corp c85-12f piston 
engine",1,": cessna 120, g-ajjt",1947 (serial no12881),1947,74,6,15 july 2021 at 1035,1035,0900-1159,15/07/2021,Summer,Thu,2021,": lower withial farm, somerset",private,: crew - 1 passengers - none,0,: crew - none passengers - n/a,4,": severe damage to the left wing, propeller and 
landing gear",2,private pilot licence,76,70+,696,4,608,5,12,3,3,2
